"codigo","minicípio","UF","POP_TOT","Co164","Co111","Co108","Co109","Cs048","Co140","Cs001","Cs026","Cs023","Cs024","Cs0482","Cs025","Cs050","Cs009","Cs010","Cs011","Cs012","Cs013","Cs014"
"410960","Guaratuba","PR","36.595","36.595","18.470,00","0","18.150,00","320","0","Sim","426","0","106","320","","32.844","358,2","103,7","104,4","93,8","31,6","24,7"
"520970","Hidrolândia","GO","21.278","12.805","3.900,00","3.800,00","0","100","0","Sim","100","","","100","","12.800","90","52","18","10","0","10"
"430960","Horizontina","RS","19.267","15.299","3.650,00","0","3.650,00","0","0","Sim","3.650,00","0","3.650,00","0","","15.299","82","52,7","23","1,3","0","5"
"351907","Hortolândia","SP","227.353","227.353","54.168,40","0","53.358,40","810","0","Sim","1.490,00","0","680","810","","40.000","1.049,00","478,4","203,2","221,5","109,2","36,7"
"351910","Iacanga","SP","11.559","11.262","3.791,00","3.791,00","0","0","0","Sim","160","160","0","0","","10.073","94,4","51,7","12,7","19,6","8","2,4"
"312940","Ibertioga","MG","5.033","5.033","306,2","306,2","0","0","0","Sim","306,1","306,1","0","0","","3.455","94","43,3","13,4","31,4","5,9","0"
"312980","Ibirité","MG","179.015","163.490","24.222,70","23.907,10","0","315,6","0","Sim","315,6","0","0","315,6","","20.655","189,4","130,3","49","0","10,1","0"
"431000","Ibirubá","RS","20.284","16.116","3.640,00","0","3.640,00","0","0","Sim","1.500,00","0","1.500,00","0","","15.342","419","168","49","87","115","0"
"352044","Ilha Solteira","SP","26.582","26.582","5.447,20","4.971,80","0","475,4","0","Sim","475,4","","","475,4","","24.944","430,2","200,4","89,6","4,2","58","78"
"280280","Indiaroba","SE","17.761","11.200","3.028,40","0","2.880,00","148,4","0","Sim","148,4","0","0","148,4","","6.266","109,4","18,8","18,8","46","18,8","7"
"352090","Ipaussu","SP","14.869","14.869","14.000,00","8.000,00","0","6.000,00","0","Sim","9.700,00","3.700,00","0","6.000,00","","13.699","7,5","3","2","1","1","0,5"
"431046","Ipiranga do Sul","RS","1.899","1.000","168","0","168","0","0","Sim","3,1","0","3,1","0","","663","2,9","0,5","0,2","0,6","0,8","0,8"
"411060","Iporã","PR","14.073","13.400","3.450,00","3.450,00","0","0","0","Sim","2.200,00","2.200,00","0","0","","11.060","95","47","29","9","10","0"
"420765","Iporã do Oeste","SC","8.945","4.385","1.440,00","0","1.440,00","0","0","Sim","1.440,00","0","1.440,00","0","","4.385","288","90,7","108,3","23","27,4","38,6"
"352140","Iracemápolis","SP","23.846","23.354","5.490,00","0","5.490,00","0","0","Sim","3.600,00","3.600,00","0","0","","5.700","1.720,00","150","150","200","300","920"
"352170","Itaberá","SP","17.635","16.500","2.080,00","2.000,00","0","80","0","Sim","160","80","0","80","","11.987","144","106","20","10","8","0"
"411090","Itaguajé","PR","4.487","3.572","1.650,00","1.050,00","0","600","0","Sim","600","","","600","","3.500","162","55","45","35","20","7"
"411095","Itaipulândia","PR","10.961","10.961","2.055,00","0","0","2.055,00","0","Sim","2.055,00","","","2.055,00","","5.757","702,3","350,2","230,5","1,2","71,7","48,7"
"420820","Itajaí","SC","215.895","204.214","70.171,00","0","68.564,90","1.606,10","0","Sim","3.353,70","0","1.747,60","1.606,10","","204.214","2.028,10","451,2","256","893,5","426,2","1,2"
"352190","Itajobi","SP","15.226","12.500","4.428,10","4.126,10","0","0","302","Sim","302","302","0","0","","12.500","273","92","63","39","62","17"
"352210","Itanhaém","SP","100.496","100.496","37.372,60","0","37.215,60","157","0","Sim","157","","","157","","3.000","133,1","66,3","19,3","16,4","26,3","4,8"
"313310","Itanhandu","MG","15.236","15.236","4.307,00","3.232,00","0","1.075,00","0","Sim","1.175,00","100","0","1.075,00","","1.000","1.075,00","350","300","100","200","125"
"313350","Itapecerica","MG","21.763","20.000","6.540,00","3.000,00","3.000,00","172","368","Sim","872","500","150","172","50","16.801","500","120","100","120","60","100"
"352220","Itapecerica da Serra","SP","173.672","170.650","49.718,80","0","49.022,80","696","0","Sim","696","0","0","696","","25.000","492","162","112","133","85","0"
"330220","Itaperuna","RJ","102.626","95.500","49.400,00","0","47.000,00","2.400,00","0","Sim","2.400,00","0","0","2.400,00","","20.000","243","100","60","40","20","23"
"352240","Itapeva","SP","93.892","88.000","40.550,00","38.800,00","0","1.750,00","0","Sim","1.750,00","","","1.750,00","","15.600","401,6","308,3","26,7","6,5","3,2","56,9"
"352260","Itapira","SP","74.299","74.000","17.777,00","0","17.280,00","497","0","Sim","497","","","497","","68.000","444,7","235","70,2","58,9","75,8","4,8"
"500460","Itaquiraí","MS","20.905","8.535","2.286,50","0","2.286,50","0","0","Sim","205","0","205","0","","1.300","198","79","49","60","2","8"
"352360","Itirapina","SP","17.922","17.920","9.527,00","9.400,00","0","127","0","Sim","127","","","127","","16.160","126,7","72,9","32,2","0","0","21,6"
"352390","Itu","SP","172.268","172.268","54.156,80","0","51.420,80","2.736,00","0","Sim","5.472,00","0","2.736,00","2.736,00","","161.229","4.560,00","1.400,00","1.200,00","794","250","916"
"411155","Ivaté","PR","8.128","5.661","1.350,00","1.350,00","0","0","0","Sim","190","190","0","0","","5.661","176","66","48","14","15","33"
"313490","Jacutinga","MG","25.684","22.780","7.095,40","6.357,60","0","737,8","0","Sim","737,8","","","737,8","","10.755","631,5","378,9","94,7","119,9","38","0"
"411190","Jaguapitã","PR","13.494","11.457","3.030,00","2.630,00","400","0","0","Sim","400","0","400","0","","11.457","362","114","101","98","27","22"
"431100","Jaguarão","RS","26.869","25.112","4.980,00","0","4.700,00","280","0","Sim","280","","","280","","13.000","272","30","16","40","96","90"
"352470","Jaguariúna","SP","56.221","54.599","15.797,50","0","14.866,00","931,5","0","Sim","931,5","","","931,5","","43.033","791,4","411,7","158","63,3","150,4","8"
"352480","Jales","SP","49.011","46.120","15.088,30","0","14.513,40","574,9","0","Sim","574,9","","","574,9","","45.000","572,9","405,8","63,2","67,7","36,2","0"
"411210","Jandaia do Sul","PR","21.122","21.122","5.412,00","4.950,00","0","462","0","Sim","462","","","462","","19.102","420","85","140","150","25","20"
"411220","Janiópolis","PR","5.400","5.292","722","672","0","50","0","Sim","350","300","0","50","","1.600","145","30","30","30","50","5"
"411240","Japurá","PR","9.349","9.010","3.300,50","3.000,00","300","0,5","0","Sim","300,5","0","300","0,5","","8.100","270","90","50","60","45","25"
"500500","Jardim","MS","25.967","25.100","22.030,00","0","22.000,00","30","0","Sim","46","0","16","30","","10.000","35","23","8","3","1","0"
"313540","Jeceaba","MG","4.973","4.512","574,1","574,1","0","0","0","Sim","226,1","226,1","0","0","","2.754","169,5","71,8","64,4","10,1","23,2","0"
"420900","Joaçaba","SC","29.827","27.513","8.000,00","0","8.000,00","0","0","Sim","8.118,60","0","8.118,60","0","","27.513","5.000,00","1.000,00","3.000,00","1.000,00","0","0"
"420910","Joinville","SC","583.144","583.140","150.887,00","0","146.736,00","0","4.151,00","Sim","9.348,00","0","9.348,00","0","","563.410","5.532,00","2.241,60","1.138,50","479,5","1.656,40","16"
"291840","Juazeiro","BA","215.183","210.683","66.837,90","0","66.432,00","405,9","0","Sim","405,9","","","405,9","","15.000","377,4","117,5","227,1","32,8","0","0"
"313720","Lagoa da Prata","MG","51.601","50.427","11.226,80","9.726,60","0","1.500,20","0","Sim","1.500,20","","","1.500,20","","20.000","1.500,00","633,6","198,2","40,6","41,8","585,8"
"313760","Lagoa Santa","MG","63.359","61.200","15.736,00","0","14.821,00","915","0","Sim","915","0","0","915","","44.000","333","235","37","32","29","0"
"352630","Lagoinha","SP","4.903","3.178","300","300","0","0","0","Sim","200","200","0","0","","1.500","80","80","0","0","0","0"
"500525","Laguna Carapã","MS","7.267","3.064","1.200,00","1.200,00","0","0","0","Sim","120","120","0","0","","3.064","80","40","20","15","5","0"
"291920","Lauro de Freitas","BA","195.095","193.314","82.100,00","0","82.100,00","0","0","Sim","2.178,00","0","2.178,00","0","","29.300","1.960,00","1.025,00","348","174","240","173"
"352710","Lins","SP","77.510","76.734","22.900,00","0","22.900,00","0","0","Sim","900","900","0","0","","15.320","818,5","450","118,7","127,3","111,8","10,7"
"411370","Londrina","PR","563.943","549.273","138.368,80","0","128.977,70","9.391,10","0","Sim","9.391,10","","","9.391,10","","549.273","7.316,20","3.362,00","1.608,80","616,4","1.729,00","0"
"352720","Lorena","SP","88.276","85.748","16.324,90","0","16.151,90","173","0","Sim","173","","","173","","17.150","124,3","62,2","43,5","7,1","10,9","0,6"
"352750","Lucianópolis","SP","2.385","2.371","540","540","0","0","0","Sim","60","60","0","0","","1.888","40,4","16,8","11,5","6,4","5,7","0"
"411380","Lupionópolis","PR","4.894","4.347","880","880","0","0","0","Sim","135","135","0","0","","4.300","35","20","5","5","5","0"
"313910","Madre de Deus de Minas","MG","5.087","4.757","340","340","0","0","0","Sim","112,1","112,1","0","0","","1.850","74,2","28,2","23","11","9","3"
"411400","Mamborê","PR","13.252","8.925","3.335,00","2.971,00","0","364","0","Sim","364","","","364","","8.528","335","200","80","55","0","0"
"130260","Manaus","AM","2.145.444","2.102.665","590.770,90","0","580.412,70","10.358,20","0","Sim","11.386,10","0","1.027,90","10.358,20","","397.844","10.145,10","5.737,40","2.953,20","1.447,30","0","7,2"
"352860","Manduri","SP","9.780","8.460","2.057,30","1.825,00","0","232,3","0","Sim","232,3","","","232,3","","8.200","220","46,1","67,3","69,1","28,2","9,3"
"411450","Manoel Ribas","PR","13.494","6.973","1.847,80","1.847,80","0","0","0","Sim","106,7","106,7","0","0","","6.793","89,9","50,3","35,1","0","0","4,5"
"500540","Maracaju","MS","45.932","39.570","10.920,00","10.920,00","0","0","0","Sim","161,9","161,9","0","0","","39.570","139,6","88,1","24,2","0,1","27,2","0"
"431180","Marau","RS","43.435","43.435","8.496,00","0","8.496,00","0","0","Sim","8.496,00","0","8.496,00","0","","37.694","947,5","242,7","397,4","116","181,4","10"
"431190","Marcelino Ramos","RS","4.488","3.580","1.310,00","0","1.310,00","0","0","Sim","310","10","300","0","","2.141","240","90","75","45","0","30"
"411460","Marechal Cândido Rondon","PR","52.379","43.796","10.588,00","639","8.343,00","1.606,00","0","Sim","1.606,00","0","0","1.606,00","","43.796","1.320,40","620,7","334,2","99,7","265,8","0"
"320335","Marilândia","ES","12.700","12.000","1.873,00","1.873,00","0","0","0","Sim","1.873,00","1.873,00","0","0","","3.229","170","170","0","0","0","0"
"411520","Maringá","PR","417.010","399.376","104.007,90","35.304,50","68.703,40","0","0","Sim","3.391,20","3.391,20","0","0","","395.812","1.926,00","674,5","0","0","1.251,50","0"
"411535","Maripá","PR","5.624","3.228","550","0","550","0","0","Sim","300","0","300","0","","3.228","177","60","55","30","22","10"
"352920","Martinópolis","SP","26.289","22.080","9.095,00","8.395,00","0","700","0","Sim","700","","","700","","15.000","544","191","61","59","64","169"
"521290","Marzagão","GO","2.223","2.223","504,7","454,7","0","0","50","Sim","50","40","0","0","10","1.935","45","10","10","10","10","5"
"352940","Mauá","SP","468.148","468.148","109.440,50","0","109.126,10","314,4","0","Sim","314,4","0","0","314,4","","50.000","299,5","200,7","31,4","51,9","7,2","8,3"
"411580","Medianeira","PR","45.812","40.962","13.956,00","0","13.320,00","636","0","Sim","636","","","636","","40.962","635,8","426,1","120,8","38,1","12,7","38,1"
"411585","Mercedes","PR","5.493","3.482","1.459,00","0","1.459,00","0","0","Sim","1.452,00","0","1.452,00","0","","2.601","93","93","0","0","0","0"
"411590","Mirador","PR","2.231","1.514","323","323","0","0","0","Sim","34","34","0","0","","1.514","32","9","9","9","2","3"
"431230","Miraguaí","RS","4.824","3.256","341","0","341","0","0","Sim","341","0","341","0","","1.000","39","15","15","4","5","0"
"411605","Missal","PR","10.700","5.537","2.058,40","1.728,00","0","330,4","0","Sim","330,4","","","330,4","","5.537","294,1","144","73","30,3","44,7","2,1"
"353060","Mogi das Cruzes","SP","440.769","406.140","117.971,00","0","117.971,00","0","0","Sim","2.660,80","0","2.660,80","0","","406.140","1.863,60","1.268,40","243,1","156,9","168,4","26,8"
"353070","Mogi Guaçu","SP","150.713","143.081","39.089,80","38.512,00","0","577,8","0","Sim","577,8","","","577,8","","2.750","395,8","179,4","79,8","66,7","57,4","12,5"
"353130","Monte Alto","SP","50.216","47.956","12.198,00","12.000,00","0","198","0","Sim","198","","","198","","25.600","173,5","26","55","63","6,5","23"
"353150","Monte Azul Paulista","SP","19.050","17.824","4.887,70","0","4.467,70","420","0","Sim","420","","","420","","8.000","380","190","42","90","8","50"
"431238","Monte Belo do Sul","RS","2.564","739","312","0","312","0","0","Sim","150","0","150","0","","739","82","60","8","12","2","0"
"314310","Monte Carmelo","MG","47.682","47.682","15.733,00","15.703,00","0","30","0","Sim","30","","","30","","13.000","24","16","5","2","0,5","0,5"
"431240","Montenegro","RS","64.788","51.830","13.610,00","0","13.610,00","0","0","Sim","1.140,00","0","1.140,00","0","","46.783","82","47","28,5","6,5","0","0"
"353190","Morro Agudo","SP","32.641","31.286","6.750,00","0","6.480,00","270","0","Sim","270","","","270","","10.000","247","68,5","39,5","45","31,1","62,9"
"353200","Morungaba","SP","13.458","12.112","3.837,00","3.350,00","0","487","0","Sim","487","","","487","","10.344","379","111","42","27","107","92"
"411630","Munhoz de Melo","PR","3.958","3.206","716,9","479,3","0","237,6","0","Sim","237,6","0","0","237,6","","3.206","228,5","44,4","15,6","24","19,2","125,3"
"240810","Natal","RN","877.640","867.986","265.659,30","69.351,00","173.623,40","3.153,30","19.531,60","Sim","3.153,30","","","3.153,30","","114.118","2.633,00","1.472,60","526,6","211,3","422,5","0"
"314450","Nazareno","MG","8.555","8.000","1.400,00","1.400,00","0","0","0","Sim","1.760,00","1.760,00","0","0","","6.503","253,8","83,3","80,1","34,1","16","40,3"
"353260","Nhandeara","SP","11.427","9.284","2.400,00","2.400,00","0","0","0","Sim","12","12","0","0","","7.325","4","1","1","1","0","1"
"330330","Niterói","RJ","511.786","511.786","157.701,50","0","136.967,20","1.969,40","18.764,90","Sim","2.729,80","308,4","0","1.969,40","452","207.910","1.969,40","1.403,60","287,1","165","34,3","79,4"
"431270","Nonoai","RS","11.760","9.200","1.740,00","0","1.740,00","0","0","Sim","1.740,00","0","1.740,00","0","","8.800","245,9","77,1","85,6","22,3","59,9","1"
"431275","Nova Alvorada","RS","3.586","1.501","828,2","0","828,2","0","0","Sim","414,1","0","414,1","0","","1.501","104","2","59","26","2","15"
"411670","Nova Aurora","PR","10.650","8.114","2.000,00","2.000,00","0","0","0","Sim","678,2","678,2","0","0","","4.057","271,2","134,9","80,3","17,3","28,8","9,9"
"353284","Nova Canaã Paulista","SP","1.911","1.116","154","154","0","0","0","Sim","24","24","0","0","","794","1","1","0","0","0","0"
"431301","Nova Candelária","RS","2.710","698","385,1","0","385,1","0","0","Sim","445,1","60","385,1","0","","698","24,7","17,3","4,1","2","1,3","0"
"411690","Nova Esperança","PR","27.821","25.425","6.283,30","5.400,00","0","883,3","0","Sim","883,3","","","883,3","","25.425","720","313,2","185,7","106,5","10,2","104,4"
"411695","Nova Esperança do Sudoeste","PR","5.063","1.732","460","64","396","0","0","Sim","198","64","134","0","","1.732","96","29","26","13","22","6"
"330350","Nova Iguaçu","RJ","818.875","794.793","191.019,00","0","189.719,00","1.300,00","0","Sim","1.300,00","0","0","1.300,00","","90.000","131,5","32","40","55","3","1,5"
"411710","Nova Londrina","PR","13.225","12.812","3.131,80","2.747,50","0","384,3","0","Sim","1.758,00","1.373,70","0","384,3","","12.000","384,3","94,9","112,4","43,1","28,4","105,5"
"510622","Nova Mutum","MT","43.919","42.000","13.050,20","12.308,20","0","742","0","Sim","742","","","742","","35.693","421,2","307,5","103","6,6","0","4,1"
"411720","Nova Olímpia","PR","5.785","4.925","300","300","0","0","0","Sim","220","220","0","0","","4.925","210","84","31,5","63","31,5","0"
"431320","Nova Petrópolis","RS","21.156","21.156","4.707,00","0","4.707,00","0","0","Sim","2.791,00","0","2.791,00","0","","15.701","714","136","468","50","60","0"
"320390","Nova Venécia","ES","49.780","40.780","18.000,00","14.500,00","0","3.500,00","0","Sim","18.000,00","14.500,00","0","3.500,00","","20.754","3.280,00","570","470","560","780","900"
"260960","Olinda","PE","391.835","390.771","113.581,50","0","112.666,30","915,2","0","Sim","915,2","","","915,2","","22.313","732,2","403,2","176,9","79,8","27,8","44,5"
"314560","Oliveira","MG","41.529","39.850","11.680,00","11.400,00","0","280","0","Sim","282","2","0","280","","11.500","238","65","72","76","22","3"
"353460","Osvaldo Cruz","SP","32.754","29.392","8.310,00","6.960,00","0","1.350,00","0","Sim","1.350,00","","","1.350,00","","29.392","392,7","122,1","71,2","9,2","44,1","146,1"
"421175","Otacílio Costa","SC","18.510","16.872","3.338,40","0","3.233,50","104,9","0","Sim","104,9","","","104,9","","4.500","74,9","20,7","8","18","24","4,2"
"353470","Ourinhos","SP","112.711","109.800","24.295,00","21.535,00","0","2.760,00","0","Sim","2.760,00","","","2.760,00","","54.900","1.313,00","700","300","63","180","70"
"314590","Ouro Branco","MG","39.121","39.121","8.173,80","2.805,30","4.918,50","450","0","Sim","450","","","450","","15.000","385,4","282,2","59,8","9,1","18,2","16,1"
"353480","Ouro Verde","SP","8.503","7.823","100","0","0","100","0","Sim","100","","","100","","7.823","80","20","10","10","20","20"
"521550","Ouvidor","GO","6.549","5.762","2.923,00","2.923,00","0","0","0","Sim","282,3","282,3","0","0","","5.762","240","57","119","64","0","0"
"314650","Pains","MG","8.270","7.500","2.390,00","1.920,00","0","470","0","Sim","470","","","470","","6.819","412","150","40","205","12","5"
"431370","Palmeira das Missões","RS","33.481","31.481","6.818,00","0","6.768,00","50","0","Sim","6.818,00","0","6.768,00","50","","29.095","264,4","129,6","33,7","37,5","63,6","0"
"150550","Paragominas","PA","111.764","95.618","18.925,00","0","18.925,00","0","0","Sim","409,7","409,7","0","0","","25.000","110,2","12,1","61,5","36,5","0,1","0"
"431400","Paraí","RS","7.585","4.249","1.233,00","0","1.233,00","0","0","Sim","522,3","0","522,3","0","","4.249","107","44","30","17","16","0"
"314730","Paraisópolis","MG","20.940","20.940","2.394,00","2.394,00","0","0","0","Sim","2.394,00","2.394,00","0","0","","17.277","177,2","57,9","43,4","36,4","32,8","6,7"
"411820","Paranaguá","PR","153.666","148.105","34.889,40","1.860,00","32.029,40","1.000,00","0","Sim","3.000,00","0","2.000,00","1.000,00","","65.000","1.782,00","623,7","712,8","267,3","178,2","0"
"411840","Paranavaí","PR","87.813","81.982","23.742,50","0","22.926,70","0","815,8","Sim","2.661,80","0","2.661,80","0","","79.473","1.565,40","982,2","424,7","6,4","104,2","47,9"
"431407","Passo do Sobrado","RS","6.493","1.478","658,4","0","476,9","131,5","50","Sim","131,5","","","131,5","","1.478","107,5","81,7","7,2","13,8","4,8","0"
"353630","Patrocínio Paulista","SP","14.529","11.734","3.486,00","673","2.813,00","0","0","Sim","673","673","0","0","","11.734","519","207","181","33","60","38"
